timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.total [MiB],power.draw [W],fan.speed [%],clocks.current.sm [MHz],clocks.current.memory [MHz]
2026/07/04 19:10:42.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:43.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:44.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.841 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:45.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.841 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:46.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:47.511,49.22,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:48.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.873 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:49.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:50.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:51.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:52.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:53.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:54.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:55.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:56.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:57.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:58.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:10:59.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:00.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:01.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.873 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:02.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:03.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:04.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:05.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:06.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:07.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.841 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:08.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.873 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:09.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:10.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.841 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:11.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.852 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:12.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],184.04 MHz,433.35 MHz
2026/07/04 19:11:13.511,48.15,0.0 %,0.0 %,2.14 MiB,8721.57 MiB,3.863 W,[N/A],192.6 MHz,433.35 MHz
2026/07/04 19:11:14.511,48.15,0.0 %,0.0 %,151.94 MiB,8721.57 MiB,12.594 W,[N/A],192.6 MHz,11771.07 MHz
2026/07/04 19:11:15.511,53.5,99.51 %,0.0 %,151.94 MiB,8721.57 MiB,36.027 W,[N/A],3001.35 MHz,12841.07 MHz
2026/07/04 19:11:16.511,54.57,99.51 %,0.0 %,151.94 MiB,8721.57 MiB,39.194 W,[N/A],3001.35 MHz,12841.07 MHz
2026/07/04 19:11:17.511,54.57,99.51 %,0.0 %,151.94 MiB,8721.57 MiB,39.237 W,[N/A],3001.35 MHz,12841.07 MHz
2026/07/04 19:11:18.511,54.57,99.51 %,0.0 %,151.94 MiB,8721.57 MiB,39.248 W,[N/A],3001.35 MHz,12841.07 MHz
2026/07/04 19:11:19.511,54.57,73.83 %,0.0 %,151.94 MiB,8721.57 MiB,34.443 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:20.511,54.57,74.9 %,0.0 %,151.94 MiB,8721.57 MiB,34.037 W,[N/A],3024.89 MHz,12841.07 MHz
2026/07/04 19:11:21.511,54.57,74.9 %,0.0 %,151.94 MiB,8721.57 MiB,34.058 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:22.511,54.57,74.9 %,0.0 %,151.94 MiB,8721.57 MiB,34.005 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:23.511,54.57,75.97 %,0.0 %,151.94 MiB,8721.57 MiB,34.39 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:24.511,56.71,98.44 %,0.0 %,151.94 MiB,8721.57 MiB,38.969 W,[N/A],3040.94 MHz,12841.07 MHz
2026/07/04 19:11:25.511,56.71,98.44 %,0.0 %,151.94 MiB,8721.57 MiB,39.858 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:26.511,56.71,98.44 %,0.0 %,194.74 MiB,8721.57 MiB,39.89 W,[N/A],3033.45 MHz,12841.07 MHz
2026/07/04 19:11:27.511,56.71,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.564 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:28.511,56.71,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.5 W,[N/A],2928.59 MHz,12841.07 MHz
2026/07/04 19:11:29.511,56.71,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.51 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:30.511,57.78,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.553 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:31.511,57.78,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.574 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:32.511,57.78,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.574 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:33.511,57.78,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.532 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:34.511,57.78,105.93 %,1.07 %,194.74 MiB,8721.57 MiB,40.564 W,[N/A],2928.59 MHz,12841.07 MHz
2026/07/04 19:11:35.511,57.78,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.564 W,[N/A],2928.59 MHz,12841.07 MHz
2026/07/04 19:11:36.511,58.85,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.607 W,[N/A],2928.59 MHz,12841.07 MHz
2026/07/04 19:11:37.511,58.85,107.0 %,1.07 %,194.74 MiB,8721.57 MiB,40.617 W,[N/A],2921.1 MHz,12841.07 MHz
2026/07/04 19:11:38.511,58.85,107.0 %,1.07 %,297.46 MiB,8721.57 MiB,40.628 W,[N/A],2912.54 MHz,12841.07 MHz
2026/07/04 19:11:39.511,58.85,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.244 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:40.511,58.85,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.254 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:41.511,58.85,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.276 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:42.511,58.85,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.308 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:43.511,58.85,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.254 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:44.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.329 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:45.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.329 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:46.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.308 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:47.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.34 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:48.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.393 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:49.511,59.92,107.0 %,3.21 %,297.46 MiB,8721.57 MiB,42.426 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:50.511,59.92,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.404 W,[N/A],2905.05 MHz,12841.07 MHz
2026/07/04 19:11:51.511,59.92,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.415 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:52.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.244 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:53.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.318 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:54.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.297 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:55.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.329 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:56.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.276 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:57.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.34 W,[N/A],2880.44 MHz,12841.07 MHz
2026/07/04 19:11:58.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.318 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:11:59.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.404 W,[N/A],2880.44 MHz,12841.07 MHz
2026/07/04 19:12:00.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.404 W,[N/A],2880.44 MHz,12841.07 MHz
2026/07/04 19:12:01.511,60.99,107.0 %,3.21 %,502.9 MiB,8721.57 MiB,42.308 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:12:02.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.383 W,[N/A],2872.95 MHz,12841.07 MHz
2026/07/04 19:12:03.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.297 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:04.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.308 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:05.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.329 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:06.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.318 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:07.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.297 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:08.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.297 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:09.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.276 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:10.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.308 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:11.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.244 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:12.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.254 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:13.511,60.99,107.0 %,3.21 %,836.74 MiB,8721.57 MiB,42.254 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:14.511,60.99,107.0 %,3.21 %,1279.72 MiB,8721.57 MiB,42.254 W,[N/A],2856.9 MHz,12841.07 MHz
2026/07/04 19:12:15.511,59.92,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.453 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:16.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.517 W,[N/A],2848.34 MHz,12841.07 MHz
2026/07/04 19:12:17.511,59.92,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.635 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:18.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:19.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.57 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:20.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.613 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:21.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.667 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:22.511,59.92,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.624 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:23.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.592 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:24.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.581 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:25.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.624 W,[N/A],2848.34 MHz,12841.07 MHz
2026/07/04 19:12:26.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.592 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:27.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:28.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.645 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:29.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.581 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:30.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.613 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:31.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.635 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:32.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.613 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:33.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.688 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:34.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:35.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.592 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:36.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.592 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:37.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.635 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:38.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:39.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.656 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:40.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:41.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.613 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:42.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.656 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:43.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.645 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:44.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.635 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:12:45.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.581 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:46.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.624 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:47.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.677 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:12:48.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:49.511,60.99,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.667 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:50.511,60.99,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.645 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:51.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.602 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:52.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.742 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:53.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.667 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:54.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.72 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:55.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.677 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:56.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.667 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:57.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.667 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:12:58.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.677 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:12:59.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.742 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:13:00.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.699 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:01.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.688 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:13:02.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.774 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:03.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.784 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:04.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.71 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:05.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.763 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:06.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.763 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:07.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.752 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:08.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.763 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:09.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.742 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:10.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.71 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:13:11.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.688 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:12.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.752 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:13.511,62.06,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.817 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:14.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.774 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:15.511,62.06,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.72 W,[N/A],2832.29 MHz,12841.07 MHz
2026/07/04 19:13:16.511,63.13,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.795 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:17.511,63.13,107.0 %,6.42 %,1427.38 MiB,8721.57 MiB,43.849 W,[N/A],2840.85 MHz,12841.07 MHz
2026/07/04 19:13:18.511,63.13,107.0 %,5.35 %,1427.38 MiB,8721.57 MiB,43.817 W,[N/A],2832.29 MHz,12841.07 MHz
