timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.total [MiB],power.draw [W],fan.speed [%],clocks.current.sm [MHz],clocks.current.memory [MHz]
2026/07/04 19:10:28.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.801 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:29.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:30.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:31.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:32.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:33.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:34.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:35.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:36.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:37.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:38.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:39.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:40.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:41.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.801 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:42.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:43.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:44.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:45.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:46.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:47.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.77 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:48.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.801 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:49.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:50.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.77 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:51.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.78 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:52.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],180.6 MHz,425.25 MHz
2026/07/04 19:10:53.511,47.25,0.0 %,0.0 %,2.1 MiB,8558.55 MiB,3.79 W,[N/A],189.0 MHz,425.25 MHz
2026/07/04 19:10:54.511,47.25,0.0 %,0.0 %,149.1 MiB,8558.55 MiB,12.358 W,[N/A],189.0 MHz,11551.05 MHz
2026/07/04 19:10:55.511,52.5,97.65 %,0.0 %,149.1 MiB,8558.55 MiB,35.354 W,[N/A],2945.25 MHz,12601.05 MHz
2026/07/04 19:10:56.511,53.55,97.65 %,0.0 %,149.1 MiB,8558.55 MiB,38.462 W,[N/A],2945.25 MHz,12601.05 MHz
2026/07/04 19:10:57.511,53.55,97.65 %,0.0 %,149.1 MiB,8558.55 MiB,38.504 W,[N/A],2945.25 MHz,12601.05 MHz
2026/07/04 19:10:58.511,53.55,97.65 %,0.0 %,149.1 MiB,8558.55 MiB,38.514 W,[N/A],2945.25 MHz,12601.05 MHz
2026/07/04 19:10:59.511,53.55,72.45 %,0.0 %,149.1 MiB,8558.55 MiB,33.8 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:00.511,53.55,73.5 %,0.0 %,149.1 MiB,8558.55 MiB,33.4 W,[N/A],2968.35 MHz,12601.05 MHz
2026/07/04 19:11:01.511,53.55,73.5 %,0.0 %,149.1 MiB,8558.55 MiB,33.422 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:02.511,53.55,73.5 %,0.0 %,149.1 MiB,8558.55 MiB,33.369 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:03.511,53.55,74.55 %,0.0 %,149.1 MiB,8558.55 MiB,33.747 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:04.511,55.65,96.6 %,0.0 %,149.1 MiB,8558.55 MiB,38.241 W,[N/A],2984.1 MHz,12601.05 MHz
2026/07/04 19:11:05.511,55.65,96.6 %,0.0 %,149.1 MiB,8558.55 MiB,39.113 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:06.511,55.65,96.6 %,0.0 %,191.1 MiB,8558.55 MiB,39.144 W,[N/A],2976.75 MHz,12601.05 MHz
2026/07/04 19:11:07.511,55.65,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.805 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:08.511,55.65,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.742 W,[N/A],2873.85 MHz,12601.05 MHz
2026/07/04 19:11:09.511,55.65,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.753 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:10.511,56.7,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.795 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:11.511,56.7,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.816 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:12.511,56.7,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.816 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:13.511,56.7,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.774 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:14.511,56.7,103.95 %,1.05 %,191.1 MiB,8558.55 MiB,39.805 W,[N/A],2873.85 MHz,12601.05 MHz
2026/07/04 19:11:15.511,56.7,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.805 W,[N/A],2873.85 MHz,12601.05 MHz
2026/07/04 19:11:16.511,57.75,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.848 W,[N/A],2873.85 MHz,12601.05 MHz
2026/07/04 19:11:17.511,57.75,105.0 %,1.05 %,191.1 MiB,8558.55 MiB,39.858 W,[N/A],2866.5 MHz,12601.05 MHz
2026/07/04 19:11:18.511,57.75,105.0 %,1.05 %,291.9 MiB,8558.55 MiB,39.868 W,[N/A],2858.1 MHz,12601.05 MHz
2026/07/04 19:11:19.511,57.75,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.454 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:20.511,57.75,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.464 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:21.511,57.75,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.486 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:22.511,57.75,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.517 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:23.511,57.75,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.464 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:24.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.538 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:25.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.538 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:26.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.517 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:27.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.549 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:28.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.601 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:29.511,58.8,105.0 %,3.15 %,291.9 MiB,8558.55 MiB,41.632 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:30.511,58.8,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.612 W,[N/A],2850.75 MHz,12601.05 MHz
2026/07/04 19:11:31.511,58.8,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.622 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:32.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.454 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:33.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.527 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:34.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.506 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:35.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.538 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:36.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.486 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:37.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.549 W,[N/A],2826.6 MHz,12601.05 MHz
2026/07/04 19:11:38.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.527 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:39.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.612 W,[N/A],2826.6 MHz,12601.05 MHz
2026/07/04 19:11:40.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.612 W,[N/A],2826.6 MHz,12601.05 MHz
2026/07/04 19:11:41.511,59.85,105.0 %,3.15 %,493.5 MiB,8558.55 MiB,41.517 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:42.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.59 W,[N/A],2819.25 MHz,12601.05 MHz
2026/07/04 19:11:43.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.506 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:44.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.517 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:45.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.538 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:46.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.527 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:47.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.506 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:48.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.506 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:49.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.486 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:50.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.517 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:51.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.454 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:52.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.464 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:53.511,59.85,105.0 %,3.15 %,821.1 MiB,8558.55 MiB,41.464 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:54.511,59.85,105.0 %,3.15 %,1255.8 MiB,8558.55 MiB,41.464 W,[N/A],2803.5 MHz,12601.05 MHz
2026/07/04 19:11:55.511,58.8,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.64 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:11:56.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.704 W,[N/A],2795.1 MHz,12601.05 MHz
2026/07/04 19:11:57.511,58.8,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.819 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:11:58.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:11:59.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.756 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:00.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.798 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:01.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.851 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:02.511,58.8,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.808 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:03.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.777 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:04.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.766 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:05.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.808 W,[N/A],2795.1 MHz,12601.05 MHz
2026/07/04 19:12:06.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.777 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:07.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:08.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.83 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:09.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.766 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:10.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.798 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:11.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.819 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:12.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.798 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:13.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.872 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:14.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:15.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.777 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:16.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.777 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:17.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.819 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:18.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:19.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.84 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:20.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:21.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.798 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:22.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.84 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:23.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.83 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:24.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.819 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:25.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.766 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:26.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.808 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:27.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.861 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:28.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:29.511,59.85,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.851 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:30.511,59.85,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.83 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:31.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.788 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:32.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.924 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:33.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.851 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:34.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.903 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:35.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.861 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:36.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.851 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:37.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.851 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:38.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.861 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:39.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.924 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:40.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.882 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:41.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.872 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:42.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.956 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:43.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.966 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:44.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.893 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:45.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.945 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:46.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.945 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:47.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.934 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:48.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.945 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:49.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.924 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:50.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.893 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:51.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.872 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:52.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.934 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:53.511,60.9,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.998 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:54.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.956 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:55.511,60.9,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,42.903 W,[N/A],2779.35 MHz,12601.05 MHz
2026/07/04 19:12:56.511,61.95,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.976 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:57.511,61.95,105.0 %,6.3 %,1400.7 MiB,8558.55 MiB,43.029 W,[N/A],2787.75 MHz,12601.05 MHz
2026/07/04 19:12:58.511,61.95,105.0 %,5.25 %,1400.7 MiB,8558.55 MiB,42.998 W,[N/A],2779.35 MHz,12601.05 MHz
