timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.total [MiB],power.draw [W],fan.speed [%],clocks.current.sm [MHz],clocks.current.memory [MHz]
2026/07/04 19:10:12.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:13.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:14.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:15.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.662 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:16.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.662 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:17.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:18.511,46.92,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:19.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.692 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:20.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:21.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:22.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:23.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:24.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:25.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:26.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:27.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:28.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:29.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:30.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:31.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:32.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.692 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:33.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:34.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:35.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:36.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:37.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:38.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.662 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:39.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.692 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:40.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:41.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.662 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:42.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.672 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:43.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],175.44 MHz,413.1 MHz
2026/07/04 19:10:44.511,45.9,0.0 %,0.0 %,2.04 MiB,8314.02 MiB,3.682 W,[N/A],183.6 MHz,413.1 MHz
2026/07/04 19:10:45.511,45.9,0.0 %,0.0 %,144.84 MiB,8314.02 MiB,12.005 W,[N/A],183.6 MHz,11221.02 MHz
2026/07/04 19:10:46.511,51.0,94.86 %,0.0 %,144.84 MiB,8314.02 MiB,34.343 W,[N/A],2861.1 MHz,12241.02 MHz
2026/07/04 19:10:47.511,52.02,94.86 %,0.0 %,144.84 MiB,8314.02 MiB,37.363 W,[N/A],2861.1 MHz,12241.02 MHz
2026/07/04 19:10:48.511,52.02,94.86 %,0.0 %,144.84 MiB,8314.02 MiB,37.403 W,[N/A],2861.1 MHz,12241.02 MHz
2026/07/04 19:10:49.511,52.02,94.86 %,0.0 %,144.84 MiB,8314.02 MiB,37.414 W,[N/A],2861.1 MHz,12241.02 MHz
2026/07/04 19:10:50.511,52.02,70.38 %,0.0 %,144.84 MiB,8314.02 MiB,32.834 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:51.511,52.02,71.4 %,0.0 %,144.84 MiB,8314.02 MiB,32.446 W,[N/A],2883.54 MHz,12241.02 MHz
2026/07/04 19:10:52.511,52.02,71.4 %,0.0 %,144.84 MiB,8314.02 MiB,32.467 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:53.511,52.02,71.4 %,0.0 %,144.84 MiB,8314.02 MiB,32.416 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:54.511,52.02,72.42 %,0.0 %,144.84 MiB,8314.02 MiB,32.783 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:55.511,54.06,93.84 %,0.0 %,144.84 MiB,8314.02 MiB,37.148 W,[N/A],2898.84 MHz,12241.02 MHz
2026/07/04 19:10:56.511,54.06,93.84 %,0.0 %,144.84 MiB,8314.02 MiB,37.995 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:57.511,54.06,93.84 %,0.0 %,185.64 MiB,8314.02 MiB,38.026 W,[N/A],2891.7 MHz,12241.02 MHz
2026/07/04 19:10:58.511,54.06,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.668 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:10:59.511,54.06,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.607 W,[N/A],2791.74 MHz,12241.02 MHz
2026/07/04 19:11:00.511,54.06,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.617 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:01.511,55.08,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.658 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:02.511,55.08,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.678 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:03.511,55.08,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.678 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:04.511,55.08,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.638 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:05.511,55.08,100.98 %,1.02 %,185.64 MiB,8314.02 MiB,38.668 W,[N/A],2791.74 MHz,12241.02 MHz
2026/07/04 19:11:06.511,55.08,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.668 W,[N/A],2791.74 MHz,12241.02 MHz
2026/07/04 19:11:07.511,56.1,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.709 W,[N/A],2791.74 MHz,12241.02 MHz
2026/07/04 19:11:08.511,56.1,102.0 %,1.02 %,185.64 MiB,8314.02 MiB,38.719 W,[N/A],2784.6 MHz,12241.02 MHz
2026/07/04 19:11:09.511,56.1,102.0 %,1.02 %,283.56 MiB,8314.02 MiB,38.729 W,[N/A],2776.44 MHz,12241.02 MHz
2026/07/04 19:11:10.511,56.1,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.27 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:11.511,56.1,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.28 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:12.511,56.1,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.3 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:13.511,56.1,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.331 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:14.511,56.1,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.28 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:15.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.351 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:16.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.351 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:17.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.331 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:18.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.361 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:19.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.412 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:20.511,57.12,102.0 %,3.06 %,283.56 MiB,8314.02 MiB,40.443 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:21.511,57.12,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.423 W,[N/A],2769.3 MHz,12241.02 MHz
2026/07/04 19:11:22.511,57.12,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.433 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:23.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.27 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:24.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.341 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:25.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.321 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:26.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.351 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:27.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.3 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:28.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.361 W,[N/A],2745.84 MHz,12241.02 MHz
2026/07/04 19:11:29.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.341 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:30.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.423 W,[N/A],2745.84 MHz,12241.02 MHz
2026/07/04 19:11:31.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.423 W,[N/A],2745.84 MHz,12241.02 MHz
2026/07/04 19:11:32.511,58.14,102.0 %,3.06 %,479.4 MiB,8314.02 MiB,40.331 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:33.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.402 W,[N/A],2738.7 MHz,12241.02 MHz
2026/07/04 19:11:34.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.321 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:35.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.331 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:36.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.351 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:37.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.341 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:38.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.321 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:39.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.321 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:40.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.3 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:41.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.331 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:42.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.27 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:43.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.28 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:44.511,58.14,102.0 %,3.06 %,797.64 MiB,8314.02 MiB,40.28 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:45.511,58.14,102.0 %,3.06 %,1219.92 MiB,8314.02 MiB,40.28 W,[N/A],2723.4 MHz,12241.02 MHz
2026/07/04 19:11:46.511,57.12,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.422 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:47.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.483 W,[N/A],2715.24 MHz,12241.02 MHz
2026/07/04 19:11:48.511,57.12,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.596 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:49.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:50.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.534 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:51.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.575 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:52.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.626 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:53.511,57.12,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.585 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:54.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.555 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:55.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.545 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:56.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.585 W,[N/A],2715.24 MHz,12241.02 MHz
2026/07/04 19:11:57.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.555 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:58.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:11:59.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.606 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:00.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.545 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:01.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.575 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:02.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.596 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:03.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.575 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:04.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.647 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:05.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:06.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.555 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:07.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.555 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:08.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.596 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:09.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:10.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.616 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:11.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:12.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.575 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:13.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.616 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:14.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.606 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:15.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.596 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:16.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.545 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:17.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.585 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:18.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.636 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:19.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:20.511,58.14,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.626 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:21.511,58.14,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.606 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:22.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.565 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:23.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.698 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:24.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.626 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:25.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.677 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:26.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.636 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:27.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.626 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:28.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.626 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:29.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.636 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:30.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.698 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:31.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.657 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:32.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.647 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:33.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.728 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:34.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.738 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:35.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.667 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:36.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.718 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:37.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.718 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:38.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.708 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:39.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.718 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:40.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.698 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:41.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.667 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:42.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.647 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:43.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.708 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:44.511,59.16,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.769 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:45.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.728 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:46.511,59.16,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.677 W,[N/A],2699.94 MHz,12241.02 MHz
2026/07/04 19:12:47.511,60.18,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.749 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:48.511,60.18,102.0 %,6.12 %,1360.68 MiB,8314.02 MiB,41.8 W,[N/A],2708.1 MHz,12241.02 MHz
2026/07/04 19:12:49.511,60.18,102.0 %,5.1 %,1360.68 MiB,8314.02 MiB,41.769 W,[N/A],2699.94 MHz,12241.02 MHz
